2026-08-31
PvEstimate,PvEstimate10,PvEstimate90,PeriodEnd,Period
2.6162,0.6683,3.1228,2026-09-08T15:00:00Z,PT30M
2.1673,0.4838,2.6619,2026-09-08T15:30:00Z,PT30M
1.6842,0.2955,2.1453,2026-09-08T16:00:00Z,PT30M
1.1713,0.1473,1.5694,2026-09-08T16:30:00Z,PT30M
0.6729,0.0791,0.9776,2026-09-08T17:00:00Z,PT30M
0.2314,0.0266,0.4295,2026-09-08T17:30:00Z,PT30M
0.0535,0.0067,0.0694,2026-09-08T18:00:00Z,PT30M
0.0,0.0,0.0,2026-09-08T18:30:00Z,PT30M
0.0,0.0,0.0,2026-09-08T19:00:00Z,PT30M
0.0,0.0,0.0,2026-09-08T19:30:00Z,PT30M
0.0,0.0,0.0,2026-09-08T20:00:00Z,PT30M
0.0,0.0,0.0,2026-09-08T20:30:00Z,PT30M
0.0,0.0,0.0,2026-09-08T21:00:00Z,PT30M
0.0,0.0,0.0,2026-09-08T21:30:00Z,PT30M
0.0,0.0,0.0,2026-09-08T22:00:00Z,PT30M
0.0,0.0,0.0,2026-09-08T22:30:00Z,PT30M
0.0,0.0,0.0,2026-09-08T23:00:00Z,PT30M
0.0,0.0,0.0,2026-09-08T23:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09,PT30M
0.0,0.0,0.0,2026-09-09T00:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T01:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T01:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T02:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T02:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T03:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T03:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T04:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T04:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T05:00:00Z,PT30M
0.018,0.0036,0.0189,2026-09-09T05:30:00Z,PT30M
0.1613,0.036,0.1689,2026-09-09T06:00:00Z,PT30M
0.6358,0.1044,0.6818,2026-09-09T06:30:00Z,PT30M
1.2139,0.2336,1.2964,2026-09-09T07:00:00Z,PT30M
1.8004,0.4515,1.9109,2026-09-09T07:30:00Z,PT30M
2.3492,0.6714,2.4839,2026-09-09T08:00:00Z,PT30M
2.8334,0.8743,2.9901,2026-09-09T08:30:00Z,PT30M
3.2705,1.0546,3.4486,2026-09-09T09:00:00Z,PT30M
3.686,1.213,3.8592,2026-09-09T09:30:00Z,PT30M
4.0233,1.3515,4.1584,2026-09-09T10:00:00Z,PT30M
4.2651,1.4698,4.3777,2026-09-09T10:30:00Z,PT30M
4.4441,1.5875,4.5628,2026-09-09T11:00:00Z,PT30M
4.5171,1.6558,4.6189,2026-09-09T11:30:00Z,PT30M
4.5501,1.6771,4.625,2026-09-09T12:00:00Z,PT30M
4.391,1.5554,4.5766,2026-09-09T12:30:00Z,PT30M
4.0459,1.2855,4.4419,2026-09-09T13:00:00Z,PT30M
3.729,1.1008,4.2198,2026-09-09T13:30:00Z,PT30M
3.468,0.9865,3.9425,2026-09-09T14:00:00Z,PT30M
3.1208,0.8592,3.5743,2026-09-09T14:30:00Z,PT30M
2.7284,0.7126,3.1518,2026-09-09T15:00:00Z,PT30M
2.2724,0.546,2.6639,2026-09-09T15:30:00Z,PT30M
1.792,0.3735,2.142,2026-09-09T16:00:00Z,PT30M
1.2745,0.2043,1.558,2026-09-09T16:30:00Z,PT30M
0.7673,0.1061,0.9786,2026-09-09T17:00:00Z,PT30M
0.2991,0.0414,0.4093,2026-09-09T17:30:00Z,PT30M
0.0661,0.0104,0.069405,2026-09-09T18:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T18:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T19:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T19:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T20:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T20:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T21:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T21:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T22:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T22:30:00Z,PT30M
0.0,0.0,0.0,2026-09-09T23:00:00Z,PT30M
0.0,0.0,0.0,2026-09-09T23:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10,PT30M
0.0,0.0,0.0,2026-09-10T00:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T01:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T01:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T02:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T02:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T03:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T03:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T04:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T04:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T05:00:00Z,PT30M
0.0111,0.0,0.0151,2026-09-10T05:30:00Z,PT30M
0.1259,0.0185,0.1592,2026-09-10T06:00:00Z,PT30M
0.4509,0.0587,0.6503,2026-09-10T06:30:00Z,PT30M
0.9393,0.1381,1.2307,2026-09-10T07:00:00Z,PT30M
1.4649,0.2662,1.8264,2026-09-10T07:30:00Z,PT30M
1.991,0.4515,2.389,2026-09-10T08:00:00Z,PT30M
2.492,0.6398,2.9236,2026-09-10T08:30:00Z,PT30M
2.9071,0.8328,3.3468,2026-09-10T09:00:00Z,PT30M
3.1041,0.8266,3.7313,2026-09-10T09:30:00Z,PT30M
3.0413,0.5859,4.0739,2026-09-10T10:00:00Z,PT30M
2.8553,0.3398,4.35,2026-09-10T10:30:00Z,PT30M
2.5396,0.1438,4.5268,2026-09-10T11:00:00Z,PT30M
2.152,0.0778,4.5608,2026-09-10T11:30:00Z,PT30M
1.7462,0.0785,4.4231,2026-09-10T12:00:00Z,PT30M
1.5175,0.0785,4.281,2026-09-10T12:30:00Z,PT30M
1.4203,0.0749,4.1189,2026-09-10T13:00:00Z,PT30M
1.304,0.0714,3.9045,2026-09-10T13:30:00Z,PT30M
1.1622,0.0678,3.598,2026-09-10T14:00:00Z,PT30M
1.0066,0.0607,3.2474,2026-09-10T14:30:00Z,PT30M
0.8202,0.0531,2.8156,2026-09-10T15:00:00Z,PT30M
0.6559,0.046,2.4038,2026-09-10T15:30:00Z,PT30M
0.5121,0.0357,1.9641,2026-09-10T16:00:00Z,PT30M
0.3312,0.0286,1.4576,2026-09-10T16:30:00Z,PT30M
0.1657,0.018,0.9272,2026-09-10T17:00:00Z,PT30M
0.072,0.0108,0.3814,2026-09-10T17:30:00Z,PT30M
0.018,0.0036,0.0608,2026-09-10T18:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T18:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T19:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T19:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T20:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T20:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T21:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T21:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T22:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T22:30:00Z,PT30M
0.0,0.0,0.0,2026-09-10T23:00:00Z,PT30M
0.0,0.0,0.0,2026-09-10T23:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11,PT30M
0.0,0.0,0.0,2026-09-11T00:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T01:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T01:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T02:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T02:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T03:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T03:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T04:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T04:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T05:00:00Z,PT30M
0.0116,0.0037,0.0116,2026-09-11T05:30:00Z,PT30M
0.1629,0.0374,0.1669,2026-09-11T06:00:00Z,PT30M
0.6575,0.1084,0.6888,2026-09-11T06:30:00Z,PT30M
1.2718,0.2545,1.3222,2026-09-11T07:00:00Z,PT30M
1.8702,0.4886,1.9322,2026-09-11T07:30:00Z,PT30M
2.444,0.7435,2.5172,2026-09-11T08:00:00Z,PT30M
2.9759,0.9676,3.0635,2026-09-11T08:30:00Z,PT30M
3.4246,1.1622,3.5226,2026-09-11T09:00:00Z,PT30M
3.8279,1.3286,3.9351,2026-09-11T09:30:00Z,PT30M
4.1353,1.45,4.2492,2026-09-11T10:00:00Z,PT30M
4.3668,1.5574,4.4833,2026-09-11T10:30:00Z,PT30M
4.495,1.6453,4.6139,2026-09-11T11:00:00Z,PT30M
4.5867,1.7024,4.6941,2026-09-11T11:30:00Z,PT30M
4.6164,1.7238,4.6957,2026-09-11T12:00:00Z,PT30M
4.3983,1.5654,4.6415,2026-09-11T12:30:00Z,PT30M
3.9331,1.2314,4.483,2026-09-11T13:00:00Z,PT30M
3.4979,0.9009,4.2995,2026-09-11T13:30:00Z,PT30M
3.0035,0.5702,4.0036,2026-09-11T14:00:00Z,PT30M
2.4935,0.2798,3.6571,2026-09-11T14:30:00Z,PT30M
1.9237,0.1009,3.2191,2026-09-11T15:00:00Z,PT30M
1.4181,0.0456,2.7312,2026-09-11T15:30:00Z,PT30M
0.9722,0.0354,2.1822,2026-09-11T16:00:00Z,PT30M
0.5731,0.0283,1.5736,2026-09-11T16:30:00Z,PT30M
0.2401,0.0178,0.9584,2026-09-11T17:00:00Z,PT30M
0.0828,0.0108,0.3885,2026-09-11T17:30:00Z,PT30M
0.0182,0.0036,0.0563,2026-09-11T18:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T18:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T19:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T19:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T20:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T20:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T21:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T21:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T22:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T22:30:00Z,PT30M
0.0,0.0,0.0,2026-09-11T23:00:00Z,PT30M
0.0,0.0,0.0,2026-09-11T23:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12,PT30M
0.0,0.0,0.0,2026-09-12T00:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T01:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T01:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T02:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T02:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T03:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T03:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T04:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T04:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T05:00:00Z,PT30M
0.0,0.0,0.0074,2026-09-12T05:30:00Z,PT30M
0.0259,0.0037,0.1384,2026-09-12T06:00:00Z,PT30M
0.0852,0.0148,0.554,2026-09-12T06:30:00Z,PT30M
0.2014,0.0222,1.1352,2026-09-12T07:00:00Z,PT30M
0.4391,0.0333,1.7587,2026-09-12T07:30:00Z,PT30M
0.7063,0.0407,2.3594,2026-09-12T08:00:00Z,PT30M
0.9583,0.0513,2.9018,2026-09-12T08:30:00Z,PT30M
1.2043,0.0587,3.4041,2026-09-12T09:00:00Z,PT30M
1.3601,0.066,3.7574,2026-09-12T09:30:00Z,PT30M
1.4406,0.0697,4.0091,2026-09-12T10:00:00Z,PT30M
1.4776,0.077,4.1511,2026-09-12T10:30:00Z,PT30M
1.4522,0.0799,4.1844,2026-09-12T11:00:00Z,PT30M
1.4153,0.0799,4.1512,2026-09-12T11:30:00Z,PT30M
1.3536,0.0799,4.0703,2026-09-12T12:00:00Z,PT30M
1.3845,0.0799,4.0731,2026-09-12T12:30:00Z,PT30M
1.5003,0.0756,4.1423,2026-09-12T13:00:00Z,PT30M
1.5794,0.072,4.1017,2026-09-12T13:30:00Z,PT30M
1.6283,0.0684,3.9685,2026-09-12T14:00:00Z,PT30M
1.6197,0.0648,3.6726,2026-09-12T14:30:00Z,PT30M
1.5073,0.0642,3.2009,2026-09-12T15:00:00Z,PT30M
1.375,0.0821,2.6743,2026-09-12T15:30:00Z,PT30M
1.1862,0.1008,2.1277,2026-09-12T16:00:00Z,PT30M
0.9111,0.0972,1.5179,2026-09-12T16:30:00Z,PT30M
0.5752,0.0727,0.9108,2026-09-12T17:00:00Z,PT30M
0.2251,0.0363,0.3472,2026-09-12T17:30:00Z,PT30M
0.0472,0.0073,0.0487,2026-09-12T18:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T18:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T19:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T19:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T20:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T20:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T21:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T21:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T22:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T22:30:00Z,PT30M
0.0,0.0,0.0,2026-09-12T23:00:00Z,PT30M
0.0,0.0,0.0,2026-09-12T23:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13,PT30M
0.0,0.0,0.0,2026-09-13T00:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T01:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T01:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T02:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T02:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T03:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T03:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T04:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T04:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T05:00:00Z,PT30M
0.0074,0.0,0.0074,2026-09-13T05:30:00Z,PT30M
0.1208,0.0185,0.1431,2026-09-13T06:00:00Z,PT30M
0.475,0.0666,0.626,2026-09-13T06:30:00Z,PT30M
1.0072,0.1518,1.2337,2026-09-13T07:00:00Z,PT30M
1.5763,0.3052,1.8594,2026-09-13T07:30:00Z,PT30M
2.1286,0.5051,2.4546,2026-09-13T08:00:00Z,PT30M
2.6559,0.6987,3.0126,2026-09-13T08:30:00Z,PT30M
3.1197,0.8793,3.4914,2026-09-13T09:00:00Z,PT30M
3.505,1.0367,3.8946,2026-09-13T09:30:00Z,PT30M
3.8223,1.1616,4.2243,2026-09-13T10:00:00Z,PT30M
4.0477,1.261,4.4602,2026-09-13T10:30:00Z,PT30M
4.2073,1.3408,4.6336,2026-09-13T11:00:00Z,PT30M
4.3076,1.3959,4.7301,2026-09-13T11:30:00Z,PT30M
4.3257,1.4197,4.7219,2026-09-13T12:00:00Z,PT30M
4.1571,1.2917,4.6409,2026-09-13T12:30:00Z,PT30M
3.8232,1.0266,4.4963,2026-09-13T13:00:00Z,PT30M
3.4505,0.7675,4.2849,2026-09-13T13:30:00Z,PT30M
3.0045,0.525,3.9736,2026-09-13T14:00:00Z,PT30M
2.537,0.2987,3.6016,2026-09-13T14:30:00Z,PT30M
2.0324,0.1404,3.1735,2026-09-13T15:00:00Z,PT30M
1.5889,0.09,2.655,2026-09-13T15:30:00Z,PT30M
1.2033,0.0756,2.0974,2026-09-13T16:00:00Z,PT30M
0.8156,0.0581,1.5016,2026-09-13T16:30:00Z,PT30M
0.4141,0.0327,0.872,2026-09-13T17:00:00Z,PT30M
0.1417,0.0145,0.3175,2026-09-13T17:30:00Z,PT30M
0.0257,0.0037,0.0412,2026-09-13T18:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T18:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T19:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T19:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T20:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T20:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T21:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T21:30:00Z,PT30M
0.0,0.0,0.0,2026-09-13T22:00:00Z,PT30M
0.0,0.0,0.0,2026-09-13T22:30:00Z,PT30M
